date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,2.56,0.4387
2019-12-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.74,0.8106
2020-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.04,1.0291
2020-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.95,0.8426
2020-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.81,0.8189
2020-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.29,0.39
2020-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.66,1.646
2020-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.95,0.6721
2020-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.54,0.0919
2020-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,28.5,4.8558
2020-01-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.59,1.9753
2020-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,54.06,9.2093
2020-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,30.29,5.1605
2020-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.07,0.8629
2020-01-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,127.5,21.7199
2020-01-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,51.4,8.7567
2020-01-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.42,8.0792
2020-01-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,38.35,6.5334
2020-01-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.46,0.4195
2020-01-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,32.03,5.4563
2020-01-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.08,1.0359
2020-01-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.54,1.7951
2020-01-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.121
2020-01-15,,,National Average,,,non-food,Fuel (gas),12 KG,actual,Retail,TRY,109.33,18.6257
2020-01-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.85,0.827
2020-01-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,28.43,4.8428
2020-01-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.75,1.8307
2020-01-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.34,2.1028
2020-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.46,1.2716
2020-01-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.5,1.6192
2020-01-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.69,0.2878
2020-01-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.93,0.6688
2020-01-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.84,1.1656
2020-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,37.23,6.3417
2020-01-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.53,0.4303
2020-01-15,,,National Average,,,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.69,0.6286
2020-01-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.13,0.8743
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.42,1.0931
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.88,0.8309
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.85,0.8266
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.14,0.3648
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.56,0.6068
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.54,0.0926
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,27.9,4.7536
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.2,1.9077
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,46.79,7.9703
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.14,0.8757
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,131.01,22.3193
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.29,1.0724
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,34.56,5.8881
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,2.49,0.4239
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.06,0.8613
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,9.94,1.6928
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.07,1.2042
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Transport (public),Course,actual,Retail,TRY,2.27,0.3868
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.21,0.888
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,28.68,4.8861
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.21,1.7396
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.02,2.047
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,7.85,1.3366
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,30.98,5.2785
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Lentils,KG,actual,Retail,TRY,7.43,1.265
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.73,0.6357
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.26,1.5772
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.43,0.244
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.95,0.6731
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,6.01,1.0243
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,6.39,1.0879
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,32.5,5.5373
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.3,0.3925
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.31,0.5641
2020-01-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.15,1.0485
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,6.77,1.1534
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.41,0.4112
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Rice,KG,actual,Retail,TRY,10.6,1.8054
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.26,0.7264
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.6,0.1022
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,32.75,5.58
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.81,2.0121
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,59.94,10.2109
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.34,8.0651
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Cheese,KG,actual,Retail,TRY,34.48,5.8734
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.35,0.9109
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.65,1.1335
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,53.3,9.0807
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,48.33,8.2334
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,44.09,7.5111
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Salt,KG,actual,Retail,TRY,2.82,0.4799
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.46,0.9296
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,34.03,5.7977
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.51,1.1095
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.121
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.97,1.1867
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,1.54,0.2625
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,5.42,0.9238
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,27.92,4.7564
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.22,2.2524
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.4,1.6022
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Lentils,KG,actual,Retail,TRY,8.38,1.4271
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.42,0.7529
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,9.39,1.6001
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,4.79,0.8166
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,6.38,1.086
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Garlic,KG,actual,Retail,TRY,40.42,6.8852
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.67,0.4555
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.99,0.6803
2020-01-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.72,1.1452
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.91,0.8358
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.44,0.4159
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,10.22,1.7402
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.21,0.7171
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.65,0.1113
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,27.28,4.648
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.94,2.0342
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,60.93,10.3799
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.77,8.1378
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.13,0.8741
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,147.27,25.088
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,7.39,1.2586
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,2.92,0.4983
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.58,0.9501
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.61,1.1254
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.63,1.8102
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.121
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,109.39,18.6346
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,7.08,1.2063
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Transport (public),Course,actual,Retail,TRY,3.21,0.5464
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Water,Cubic meter,actual,Retail,TRY,5.85,0.9963
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,29.88,5.0897
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,13.18,2.2449
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,9.28,1.5804
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.45,0.7586
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.02,1.7073
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.65,0.2804
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,3.76,0.6408
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,6.14,1.0457
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,39.51,6.7308
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.76,0.471
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.73,0.635
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,3.65,0.6213
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,6.62,1.128
2020-01-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.67,0.9663
2020-02-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.94,0.809
2020-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.44,0.4
2020-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,9.7,1.5882
2020-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,4.13,0.6769
2020-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.55,0.0893
2020-02-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,29.29,4.7954
2020-02-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,11.49,1.8811
2020-02-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,56.71,9.2835
2020-02-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,47.88,7.8375
2020-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,TRY,30.59,5.0084
2020-02-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,5.07,0.8304
2020-02-15,,,National Average,,,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,127.85,20.9293
2020-02-15,,,National Average,,,milk and dairy,Yogurt,KG,actual,Retail,TRY,6.45,1.0558
2020-02-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,47.48,7.7727
2020-02-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,37.97,6.2159
2020-02-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,2.49,0.4072
2020-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,5.32,0.8711
2020-02-15,,,National Average,,,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,6.04,0.989
2020-02-15,,,National Average,,,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,10.47,1.7144
2020-02-15,,,National Average,,,non-food,Electricity,kWh,actual,Retail,TRY,0.71,0.1163
2020-02-15,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,6.81,1.1155
2020-02-15,,,National Average,,,non-food,Transport (public),Course,actual,Retail,TRY,2.68,0.4392
2020-02-15,,,National Average,,,non-food,Water,Cubic meter,actual,Retail,TRY,4.91,0.8031
2020-02-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,28.24,4.6236
2020-02-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,10.93,1.7885
2020-02-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,12.63,2.0668
2020-02-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,8.48,1.3879
2020-02-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,32.23,5.2763
2020-02-15,,,National Average,,,vegetables and fruits,Apples,KG,actual,Retail,TRY,4.17,0.6832
2020-02-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,10.33,1.6903
2020-02-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,7.18,1.175
2020-02-15,,,National Average,,,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,7.72,1.2638
2020-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,38.66,6.329
2020-02-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,2.48,0.4064
2020-02-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.73,0.6102
2020-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,5.54,0.9074
2020-02-15,,,National Average,,,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,7.39,1.2106
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,5.91,0.9678
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,4.88,0.7988
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,4.98,0.8146
2020-02-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.32,0.3805
