id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
us6000jn0h,4.8,"15 km SSW of Yesilyurt, Turkey",1676004624897,1676012348092,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jn0h,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jn0h.geojson,1,2.000000000000000,0.000000000000000,,reviewed,0,355,us,6000jn0h,",us6000jn0h,",",us,",",dyfi,moment-tensor,origin,phase-data,",55,1.255,0.760,79.000,mb,earthquake,"M 4.8 - 15 km SSW of Yesilyurt, Turkey"
us6000jmzl,4.4,"7 km NNW of ├çelikhan, Turkey",1675994622936,1675995792040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmzl,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmzl.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jmzl,",us6000jmzl,",",us,",",origin,phase-data,",35,1.211,1.190,66.000,mb,earthquake,"M 4.4 - 7 km NNW of ├çelikhan, Turkey"
us6000jmzj,4.9,central Turkey,1675993860509,1675995329040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmzj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmzj.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,369,us,6000jmzj,",us6000jmzj,",",us,",",origin,phase-data,",39,0.816,0.730,49.000,mb,earthquake,M 4.9 - central Turkey
us6000jmvs,4.2,"21 km SE of Hasanbeyli, Turkey",1675980399722,1675981910040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmvs,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmvs.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,271,us,6000jmvs,",us6000jmvs,",",us,",",origin,phase-data,",58,0.461,1.090,68.000,mb,earthquake,"M 4.2 - 21 km SE of Hasanbeyli, Turkey"
us6000jmvn,4.1,"8 km E of Nurdagi, Turkey",1675979189575,1675981229040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmvn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmvn.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,259,us,6000jmvn,",us6000jmvn,",",us,",",origin,phase-data,",39,0.306,0.520,84.000,mb,earthquake,"M 4.1 - 8 km E of Nurdagi, Turkey"
us6000jmpe,4.3,eastern Turkey,1675936016179,1675974861991,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmpe,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmpe.geojson,2,2.700000000000000,0.000000000000000,,reviewed,0,285,us,6000jmpe,",us6000jmpe,",",us,",",dyfi,origin,phase-data,",32,1.396,0.490,121.000,mb,earthquake,M 4.3 - eastern Turkey
us6000jmnx,4.3,"11 km E of G├╢ksun, Turkey",1675928529215,1675929679040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmnx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmnx.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jmnx,",us6000jmnx,",",us,",",origin,phase-data,",39,0.960,0.950,70.000,mb,earthquake,"M 4.3 - 11 km E of G├╢ksun, Turkey"
us6000jmnp,4.8,"18 km NNE of Asagi Karafakili, Turkey",1675927096806,1675930397005,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmnp,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmnp.geojson,2,2.200000000000000,0.000000000000000,,reviewed,0,355,us,6000jmnp,",us6000jmnp,",",us,",",dyfi,origin,phase-data,",71,0.510,0.580,39.000,mb,earthquake,"M 4.8 - 18 km NNE of Asagi Karafakili, Turkey"
us6000jmnc,4.1,"10 km SSW of Yesilyurt, Turkey",1675921055117,1675924237040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmnc,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmnc.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,259,us,6000jmnc,",us6000jmnc,",",us,",",origin,phase-data,",27,1.302,0.610,104.000,mb,earthquake,"M 4.1 - 10 km SSW of Yesilyurt, Turkey"
us6000jmn4,4.3,eastern Turkey,1675917285360,1675998915040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmn4,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmn4.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jmn4,",us6000jmn4,",",us,",",origin,phase-data,",28,1.350,0.620,115.000,mb,earthquake,M 4.3 - eastern Turkey
us6000jmmz,4.5,"7 km WSW of Sincik, Turkey",1675914739732,1675997839040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmmz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmmz.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jmmz,",us6000jmmz,",",us,",",origin,phase-data,",23,1.347,0.690,121.000,mb,earthquake,"M 4.5 - 7 km WSW of Sincik, Turkey"
us6000jmmw,4.3,"8 km W of Hassa, Turkey",1675913095884,1675996625040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmmw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmmw.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jmmw,",us6000jmmw,",",us,",",origin,phase-data,",23,0.723,1.050,154.000,mb,earthquake,"M 4.3 - 8 km W of Hassa, Turkey"
us6000jmma,4.4,"9 km NNE of G├╢lbasi, Turkey",1675907060184,1675995185040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmma,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmma.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jmma,",us6000jmma,",",us,",",origin,phase-data,",38,0.781,0.760,106.000,mb,earthquake,"M 4.4 - 9 km NNE of G├╢lbasi, Turkey"
us6000jmm7,4.4,eastern Turkey,1675906693965,1675994882040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmm7,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmm7.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jmm7,",us6000jmm7,",",us,",",origin,phase-data,",37,1.160,0.680,78.000,mb,earthquake,M 4.4 - eastern Turkey
us6000jmlx,4.2,"4 km SSW of Sivrice, Turkey",1675902737238,1675903591040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmlx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmlx.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,271,us,6000jmlx,",us6000jmlx,",",us,",",origin,phase-data,",20,1.604,0.920,101.000,mb,earthquake,"M 4.2 - 4 km SSW of Sivrice, Turkey"
us6000jmll,4.0,"9 km SSW of Yesilyurt, Turkey",1675895810425,1675896435040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmll,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmll.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,246,us,6000jmll,",us6000jmll,",",us,",",origin,phase-data,",29,1.309,0.600,91.000,mb,earthquake,"M 4.0 - 9 km SSW of Yesilyurt, Turkey"
us6000jmkh,4.5,"13 km SW of Yesilyurt, Turkey",1675887126247,1675923497917,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmkh,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmkh.geojson,2,2.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jmkh,",us6000jmkh,",",us,",",dyfi,origin,phase-data,",29,1.274,1.180,103.000,mb,earthquake,"M 4.5 - 13 km SW of Yesilyurt, Turkey"
us6000jmjj,4.5,eastern Turkey,1675879043222,1675946067111,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmjj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmjj.geojson,1,1.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jmjj,",us6000jmjj,",",us,",",dyfi,origin,phase-data,",34,1.567,1.200,48.000,mb,earthquake,M 4.5 - eastern Turkey
us6000jmh3,5.1,"1 km E of Nurhak, Turkey",1675866025727,1675981111040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmh3,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmh3.geojson,3,6.200000000000000,0.000000000000000,,reviewed,0,402,us,6000jmh3,",us6000jmh3,",",us,",",dyfi,moment-tensor,origin,phase-data,",143,0.814,0.880,55.000,mww,earthquake,"M 5.1 - 1 km E of Nurhak, Turkey"
us6000jmgg,4.6,"14 km ESE of Nurhak, Turkey",1675855441531,1675981745040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmgg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmgg.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jmgg,",us6000jmgg,",",us,",",moment-tensor,origin,phase-data,",69,0.805,0.680,78.000,mb,earthquake,"M 4.6 - 14 km ESE of Nurhak, Turkey"
us6000jmgf,5.4,"18 km N of G├╢lbasi, Turkey",1675854712720,1675981535040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmgf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmgf.geojson,3,3.100000000000000,6.414000000000000,green,reviewed,0,450,us,6000jmgf,",us6000jmgf,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",112,0.849,0.800,44.000,mww,earthquake,"M 5.4 - 18 km N of G├╢lbasi, Turkey"
us6000jmge,4.3,"4 km W of Dogansehir, Turkey",1675854020006,1675982555040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmge,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmge.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jmge,",us6000jmge,",",us,",",moment-tensor,origin,phase-data,",28,1.035,0.500,98.000,mb,earthquake,"M 4.3 - 4 km W of Dogansehir, Turkey"
us6000jmg9,4.5,"19 km NNE of Musabeyli, Turkey",1675851983732,1675982814040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmg9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmg9.geojson,2,2.700000000000000,0.000000000000000,,reviewed,0,312,us,6000jmg9,",us6000jmg9,",",us,",",dyfi,moment-tensor,origin,phase-data,",68,0.201,0.890,115.000,mb,earthquake,"M 4.5 - 19 km NNE of Musabeyli, Turkey"
us6000jmg1,4.9,"3 km SW of G├╢ksun, Turkey",1675842512134,1675981288040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmg1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmg1.geojson,4,3.400000000000000,0.000000000000000,,reviewed,0,371,us,6000jmg1,",us6000jmg1,",",us,",",dyfi,moment-tensor,origin,phase-data,",70,0.983,0.960,24.000,mb,earthquake,"M 4.9 - 3 km SW of G├╢ksun, Turkey"
us6000jmfn,4.4,Turkey-Syria border region,1675836541827,1675840170941,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmfn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmfn.geojson,1,2.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jmfn,",us6000jmfn,",",us,",",dyfi,origin,phase-data,",39,1.188,0.590,186.000,mb,earthquake,M 4.4 - Turkey-Syria border region
us6000jmfk,4.6,"16 km E of G├╢ksun, Turkey",1675835557740,1675982239040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmfk,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmfk.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jmfk,",us6000jmfk,",",us,",",moment-tensor,origin,phase-data,",37,0.971,0.970,67.000,mb,earthquake,"M 4.6 - 16 km E of G├╢ksun, Turkey"
us6000jmer,4.3,"15 km S of Nurdagi, Turkey",1675825262295,1675832329040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmer,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmer.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jmer,",us6000jmer,",",us,",",origin,phase-data,",24,0.415,0.490,113.000,mb,earthquake,"M 4.3 - 15 km S of Nurdagi, Turkey"
us6000jmem,4.3,"18 km NW of Adiyaman, Turkey",1675823112711,1675830980040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmem,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmem.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jmem,",us6000jmem,",",us,",",origin,phase-data,",44,1.007,0.620,101.000,mb,earthquake,"M 4.3 - 18 km NW of Adiyaman, Turkey"
us6000jme5,4.0,Central Turkey,1675815116157,1675816469040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jme5,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jme5.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,246,us,6000jme5,",us6000jme5,",",us,",",origin,phase-data,",29,0.954,0.890,58.000,mb,earthquake,M 4.0 - Central Turkey
us6000jmc7,4.9,Central Turkey,1675804886864,1675817673549,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmc7,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmc7.geojson,1,3.400000000000000,0.000000000000000,,reviewed,0,370,us,6000jmc7,",us6000jmc7,",",us,",",dyfi,origin,phase-data,",77,0.742,0.910,55.000,mb,earthquake,M 4.9 - Central Turkey
us6000jmbq,4.6,"11 km SSE of Palu, Turkey",1675799663789,1675810580040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmbq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmbq.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jmbq,",us6000jmbq,",",us,",",moment-tensor,origin,phase-data,",122,1.428,0.600,34.000,mwr,earthquake,"M 4.6 - 11 km SSE of Palu, Turkey"
us6000jmbj,4.4,"15 km SSE of Afsin, Turkey",1675797228746,1675809550040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmbj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmbj.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jmbj,",us6000jmbj,",",us,",",origin,phase-data,",75,0.964,0.760,44.000,mb,earthquake,"M 4.4 - 15 km SSE of Afsin, Turkey"
us6000jmat,5.3,"11 km SE of G├╢ksun, Turkey",1675793400474,1675978546415,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmat,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmat.geojson,8,3.600000000000000,0.000000000000000,,reviewed,0,435,us,6000jmat,",us6000jmat,",",us,",",dyfi,moment-tensor,origin,phase-data,",163,0.921,0.700,29.000,mww,earthquake,"M 5.3 - 11 km SE of G├╢ksun, Turkey"
us6000jmar,4.2,Central Turkey,1675791480954,1675793457040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmar,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmar.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,271,us,6000jmar,",us6000jmar,",",us,",",origin,phase-data,",29,0.796,1.120,102.000,mb,earthquake,M 4.2 - Central Turkey
us6000jm96,5.0,"2 km NW of G├╢ksun, Turkey",1675784933715,1675792559728,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm96,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm96.geojson,2,5.200000000000000,0.000000000000000,,reviewed,0,386,us,6000jm96,",us6000jm96,",",us,",",dyfi,moment-tensor,origin,phase-data,",105,0.955,0.670,23.000,mww,earthquake,"M 5.0 - 2 km NW of G├╢ksun, Turkey"
us6000jm95,4.6,"23 km SW of Pazarcik, Turkey",1675783889589,1675785948995,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm95,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm95.geojson,2,2.200000000000000,0.000000000000000,,reviewed,0,326,us,6000jm95,",us6000jm95,",",us,",",dyfi,origin,phase-data,",89,0.150,0.700,75.000,mb,earthquake,"M 4.6 - 23 km SW of Pazarcik, Turkey"
us6000jm7q,4.4,"11 km S of Yesilyurt, Turkey",1675771624188,1675774107040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm7q,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm7q.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jm7q,",us6000jm7q,",",us,",",origin,phase-data,",42,1.315,0.670,39.000,mb,earthquake,"M 4.4 - 11 km S of Yesilyurt, Turkey"
us6000jm7k,4.4,"29 km NNW of Kahramanmaras, Turkey",1675767390804,1675779127040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm7k,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm7k.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jm7k,",us6000jm7k,",",us,",",origin,phase-data,",41,0.733,0.380,69.000,mb,earthquake,"M 4.4 - 29 km NNW of Kahramanmaras, Turkey"
us6000jm7h,4.6,"15 km NW of ├çelikhan, Turkey",1675765651295,1675768870040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm7h,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm7h.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jm7h,",us6000jm7h,",",us,",",origin,phase-data,",63,1.202,0.510,67.000,mb,earthquake,"M 4.6 - 15 km NW of ├çelikhan, Turkey"
us6000jm7f,5.4,"6 km WSW of Sincik, Turkey",1675765093368,1675952255591,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm7f,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm7f.geojson,0,0.000000000000000,6.677000000000000,green,reviewed,0,449,us,6000jm7f,",us6000jm7f,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",94,1.348,0.560,29.000,mww,earthquake,"M 5.4 - 6 km WSW of Sincik, Turkey"
us6000jm71,4.5,"4 km ESE of Nurhak, Turkey",1675758347353,1675759698040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm71,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm71.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jm71,",us6000jm71,",",us,",",origin,phase-data,",31,0.803,0.710,72.000,mb,earthquake,"M 4.5 - 4 km ESE of Nurhak, Turkey"
us6000jm6v,4.5,"19 km WSW of Dogansehir, Turkey",1675754796400,1675758589040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm6v,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm6v.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jm6v,",us6000jm6v,",",us,",",origin,phase-data,",35,0.932,0.620,113.000,mb,earthquake,"M 4.5 - 19 km WSW of Dogansehir, Turkey"
us6000jm6p,5.4,eastern Turkey,1675753874840,1675980034606,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm6p,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm6p.geojson,0,0.000000000000000,6.705000000000000,green,reviewed,0,449,us,6000jm6p,",us6000jm6p,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",119,1.494,0.590,29.000,mww,earthquake,M 5.4 - eastern Turkey
us6000jm6b,4.6,"30 km WNW of Dogansehir, Turkey",1675752533332,1675756210040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm6b,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm6b.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jm6b,",us6000jm6b,",",us,",",origin,phase-data,",58,1.103,0.690,67.000,mb,earthquake,"M 4.6 - 30 km WNW of Dogansehir, Turkey"
us6000jm69,4.5,"4 km NW of G├╢ksun, Turkey",1675752054343,1675753993040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm69,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm69.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jm69,",us6000jm69,",",us,",",origin,phase-data,",37,0.933,0.450,74.000,mb,earthquake,"M 4.5 - 4 km NW of G├╢ksun, Turkey"
us6000jm63,4.4,"5 km S of Boynuyogun, Turkey",1675747591390,1675750777920,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm63,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm63.geojson,1,2.200000000000000,0.000000000000000,,reviewed,0,298,us,6000jm63,",us6000jm63,",",us,",",dyfi,origin,phase-data,",50,1.259,0.480,128.000,mb,earthquake,"M 4.4 - 5 km S of Boynuyogun, Turkey"
us6000jm5s,4.3,Central Turkey,1675743402757,1675826639040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm5s,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm5s.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jm5s,",us6000jm5s,",",us,",",origin,phase-data,",20,0.708,0.370,87.000,mb,earthquake,M 4.3 - Central Turkey
us6000jm5j,4.2,Turkey-Syria border region,1675741020775,1675824046040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm5j,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm5j.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,271,us,6000jm5j,",us6000jm5j,",",us,",",origin,phase-data,",27,1.179,0.730,194.000,mb,earthquake,M 4.2 - Turkey-Syria border region
us6000jm5e,5.5,"8 km ESE of G├╢lbasi, Turkey",1675739592767,1675978291564,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm5e,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm5e.geojson,3,7.400000000000000,6.555000000000000,green,reviewed,0,468,us,6000jm5e,",us6000jm5e,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",131,0.717,0.600,45.000,mww,earthquake,"M 5.5 - 8 km ESE of G├╢lbasi, Turkey"
