id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
us6000jlrc,6.0,"5 km NE of G├╢ksun, Turkey",1675684931825,1675856002553,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlrc,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlrc.geojson,18,7.500000000000000,7.372000000000000,yellow,reviewed,0,664,us,6000jlrc,",us6000jlrc,",",us,",",dyfi,ground-failure,losspager,origin,phase-data,shakemap,",116,0.958,1.000,29.000,mb,earthquake,"M 6.0 - 5 km NE of G├╢ksun, Turkey"
us6000jlrb,4.8,"12 km NE of Nurhak, Turkey",1675684716837,1675689746040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlrb,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlrb.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,354,us,6000jlrb,",us6000jlrb,",",us,",",origin,phase-data,",58,0.904,0.610,73.000,mb,earthquake,"M 4.8 - 12 km NE of Nurhak, Turkey"
us6000jm76,4.5,Central Turkey,1675684281916,1675761073040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm76,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm76.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jm76,",us6000jm76,",",us,",",origin,phase-data,",52,0.938,0.540,98.000,mb,earthquake,M 4.5 - Central Turkey
us6000jlra,4.5,"18 km WSW of G├╢ksun, Turkey",1675684205703,1675760512040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlra,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlra.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jlra,",us6000jlra,",",us,",",origin,phase-data,",47,0.962,0.660,82.000,mb,earthquake,"M 4.5 - 18 km WSW of G├╢ksun, Turkey"
us6000jlr7,4.8,"8 km ENE of G├╢ksun, Turkey",1675683581423,1675692874040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlr7,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlr7.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,354,us,6000jlr7,",us6000jlr7,",",us,",",origin,phase-data,",54,0.982,0.600,48.000,mb,earthquake,"M 4.8 - 8 km ENE of G├╢ksun, Turkey"
us6000jlr9,4.5,"7 km W of Nurhak, Turkey",1675683329956,1675759564397,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlr9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlr9.geojson,1,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jlr9,",us6000jlr9,",",us,",",dyfi,origin,phase-data,",78,0.796,0.480,64.000,mb,earthquake,"M 4.5 - 7 km W of Nurhak, Turkey"
us6000jlr0,4.3,"7 km S of ├çelikhan, Turkey",1675682881748,1675750259040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlr0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlr0.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jlr0,",us6000jlr0,",",us,",",origin,phase-data,",41,1.136,0.470,119.000,mb,earthquake,"M 4.3 - 7 km S of ├çelikhan, Turkey"
us6000jlqx,4.9,"8 km N of ├çaglayancerit, Turkey",1675681901258,1675707434832,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlqx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlqx.geojson,1,3.600000000000000,0.000000000000000,,reviewed,0,370,us,6000jlqx,",us6000jlqx,",",us,",",dyfi,origin,phase-data,",65,0.650,0.830,74.000,mb,earthquake,"M 4.9 - 8 km N of ├çaglayancerit, Turkey"
us6000jlqr,5.2,"20 km ESE of G├╢ksun, Turkey",1675681535742,1675707485114,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlqr,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlqr.geojson,1,4.300000000000000,0.000000000000000,,reviewed,0,416,us,6000jlqr,",us6000jlqr,",",us,",",dyfi,origin,phase-data,",55,1.140,0.890,134.000,mb,earthquake,"M 5.2 - 20 km ESE of G├╢ksun, Turkey"
us6000jlqy,5.0,"6 km W of Pazarcik, Turkey",1675681294428,1675707000466,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlqy,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlqy.geojson,2,5.700000000000000,0.000000000000000,,reviewed,0,386,us,6000jlqy,",us6000jlqy,",",us,",",dyfi,origin,phase-data,",27,1.746,0.780,239.000,mb,earthquake,"M 5.0 - 6 km W of Pazarcik, Turkey"
us6000jlql,5.7,eastern Turkey,1675680690942,1675836386219,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlql,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlql.geojson,4,6.600000000000000,6.582000000000000,green,reviewed,0,502,us,6000jlql,",us6000jlql,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",88,1.162,0.970,69.000,mb,earthquake,M 5.7 - eastern Turkey
us6000jlqe,5.8,"13 km SW of Dogansehir, Turkey",1675679758653,1675766506479,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlqe,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlqe.geojson,5,6.400000000000000,6.793000000000000,green,reviewed,0,521,us,6000jlqe,",us6000jlqe,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",67,0.939,0.880,67.000,mb,earthquake,"M 5.8 - 13 km SW of Dogansehir, Turkey"
us6000jm1y,6.0,"10 km SE of Dogansehir, Turkey",1675679208486,1675792425402,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm1y,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm1y.geojson,1,5.700000000000000,6.788000000000000,green,reviewed,0,554,us,6000jm1y,",us6000jm1y,",",us,",",dyfi,ground-failure,losspager,origin,phase-data,shakemap,",59,1.045,0.620,63.000,mb,earthquake,"M 6.0 - 10 km SE of Dogansehir, Turkey"
us6000jlqa,7.5,"4 km SSE of Ekin├╢z├╝, Turkey",1675679089258,1676003286521,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlqa,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlqa.geojson,480,9.100000000000000,8.640000000000000,orange,reviewed,0,1437,us,6000jlqa,",us6000jlqa,",",us,",",dyfi,finite-fault,general-text,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",135,0.850,0.930,17.000,mww,earthquake,"M 7.5 - 4 km SSE of Ekin├╢z├╝, Turkey"
us6000jlq5,4.3,Central Turkey,1675676176401,1675680061284,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlq5,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlq5.geojson,1,3.600000000000000,0.000000000000000,,reviewed,0,285,us,6000jlq5,",us6000jlq5,",",us,",",dyfi,origin,phase-data,",28,0.313,0.970,143.000,mb,earthquake,M 4.3 - Central Turkey
us6000jlq1,4.6,Turkey-Syria border region,1675675425706,1675676982040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlq1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlq1.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jlq1,",us6000jlq1,",",us,",",origin,phase-data,",54,0.603,0.840,78.000,mb,earthquake,M 4.6 - Turkey-Syria border region
us6000jlpx,4.5,"3 km NNE of ├çelikhan, Turkey",1675673915484,1675694044040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlpx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlpx.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jlpx,",us6000jlpx,",",us,",",origin,phase-data,",62,1.211,0.570,98.000,mb,earthquake,"M 4.5 - 3 km NNE of ├çelikhan, Turkey"
us6000jlpv,4.8,"7 km SW of Pazarcik, Turkey",1675673557335,1675675908040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlpv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlpv.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,354,us,6000jlpv,",us6000jlpv,",",us,",",origin,phase-data,",58,0.277,0.780,61.000,mb,earthquake,"M 4.8 - 7 km SW of Pazarcik, Turkey"
us6000jlpp,4.5,"14 km SSW of Asagi Karafakili, Turkey",1675670506065,1675679888040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlpp,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlpp.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jlpp,",us6000jlpp,",",us,",",origin,phase-data,",54,0.777,0.710,81.000,mb,earthquake,"M 4.5 - 14 km SSW of Asagi Karafakili, Turkey"
us6000jlpi,4.6,"16 km ENE of Tut, Turkey",1675669274045,1675930775040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlpi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlpi.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jlpi,",us6000jlpi,",",us,",",origin,phase-data,",38,0.979,0.440,100.000,mb,earthquake,"M 4.6 - 16 km ENE of Tut, Turkey"
us6000jlp9,4.8,"14 km SE of ├çaglayancerit, Turkey",1675666497488,1675667815040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlp9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlp9.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,354,us,6000jlp9,",us6000jlp9,",",us,",",origin,phase-data,",85,0.489,0.550,69.000,mb,earthquake,"M 4.8 - 14 km SE of ├çaglayancerit, Turkey"
us6000jlsg,4.6,"10 km W of Pazarcik, Turkey",1675664789533,1675697650040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlsg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlsg.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jlsg,",us6000jlsg,",",us,",",origin,phase-data,",50,0.311,0.640,99.000,mb,earthquake,"M 4.6 - 10 km W of Pazarcik, Turkey"
us6000jlp1,4.5,eastern Turkey,1675662951598,1675664006040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlp1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlp1.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,312,us,6000jlp1,",us6000jlp1,",",us,",",origin,phase-data,",51,1.273,0.580,104.000,mb,earthquake,M 4.5 - eastern Turkey
us6000jlp0,4.6,"3 km E of Anayazi, Turkey",1675661793996,1675663011040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlp0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlp0.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jlp0,",us6000jlp0,",",us,",",origin,phase-data,",57,1.158,0.530,133.000,mb,earthquake,"M 4.6 - 3 km E of Anayazi, Turkey"
us6000jlnz,4.4,"8 km NE of Dogansehir, Turkey",1675661483531,1675699697040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnz.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jlnz,",us6000jlnz,",",us,",",origin,phase-data,",37,1.129,0.920,85.000,mb,earthquake,"M 4.4 - 8 km NE of Dogansehir, Turkey"
us6000jlnx,4.4,"5 km SSE of Tut, Turkey",1675660970001,1675698725040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnx.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jlnx,",us6000jlnx,",",us,",",origin,phase-data,",35,0.827,0.650,101.000,mb,earthquake,"M 4.4 - 5 km SSE of Tut, Turkey"
us6000jlnv,4.6,"3 km S of Tut, Turkey",1675659711307,1675662570040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnv.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jlnv,",us6000jlnv,",",us,",",origin,phase-data,",52,0.812,0.630,99.000,mb,earthquake,"M 4.6 - 3 km S of Tut, Turkey"
us6000jlnu,4.6,"14 km WSW of Pazarcik, Turkey",1675659365209,1675729560040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnu,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnu.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,326,us,6000jlnu,",us6000jlnu,",",us,",",origin,phase-data,",58,0.271,0.880,71.000,mb,earthquake,"M 4.6 - 14 km WSW of Pazarcik, Turkey"
us6000jlns,4.4,"8 km SW of Hassa, Turkey",1675658877486,1675660169040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlns,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlns.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jlns,",us6000jlns,",",us,",",origin,phase-data,",48,0.741,1.130,148.000,mb,earthquake,"M 4.4 - 8 km SW of Hassa, Turkey"
us6000jlnq,4.3,"14 km W of G├╢lbasi, Turkey",1675658387705,1675665283040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnq.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jlnq,",us6000jlnq,",",us,",",origin,phase-data,",42,0.665,0.760,97.000,mb,earthquake,"M 4.3 - 14 km W of G├╢lbasi, Turkey"
us6000jlnf,5.0,eastern Turkey,1675657126788,1675713036936,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnf.geojson,4,5.800000000000000,0.000000000000000,,reviewed,0,387,us,6000jlnf,",us6000jlnf,",",us,",",dyfi,origin,phase-data,",95,1.472,0.860,44.000,mb,earthquake,M 5.0 - eastern Turkey
us6000jlnd,4.5,"3 km ENE of Pazarcik, Turkey",1675657009487,1675658340585,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnd,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnd.geojson,1,5.400000000000000,0.000000000000000,,reviewed,0,312,us,6000jlnd,",us6000jlnd,",",us,",",dyfi,origin,phase-data,",57,0.345,0.760,74.000,mb,earthquake,"M 4.5 - 3 km ENE of Pazarcik, Turkey"
us6000jlne,4.4,"22 km N of Sincik, Turkey",1675656859101,1675664215040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlne,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlne.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jlne,",us6000jlne,",",us,",",origin,phase-data,",42,2.319,0.990,183.000,mb,earthquake,"M 4.4 - 22 km N of Sincik, Turkey"
us6000jlnc,4.3,"11 km ENE of ├çaglayancerit, Turkey",1675656263657,1675657228040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnc,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnc.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,284,us,6000jlnc,",us6000jlnc,",",us,",",origin,phase-data,",39,0.635,0.580,106.000,mb,earthquake,"M 4.3 - 11 km ENE of ├çaglayancerit, Turkey"
us6000jln9,4.8,"18 km N of Sincik, Turkey",1675655148563,1675658007159,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jln9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jln9.geojson,2,6.100000000000000,0.000000000000000,,reviewed,0,356,us,6000jln9,",us6000jln9,",",us,",",dyfi,origin,phase-data,",97,1.504,0.750,66.000,mb,earthquake,"M 4.8 - 18 km N of Sincik, Turkey"
us6000jln5,4.4,"6 km NW of Sincik, Turkey",1675654126802,1675657436040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jln5,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jln5.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jln5,",us6000jln5,",",us,",",origin,phase-data,",26,1.402,0.580,145.000,mb,earthquake,"M 4.4 - 6 km NW of Sincik, Turkey"
us6000jln3,4.5,"1 km SSE of Pazarcik, Turkey",1675653132595,1675663630575,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jln3,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jln3.geojson,1,6.100000000000000,0.000000000000000,,reviewed,0,312,us,6000jln3,",us6000jln3,",",us,",",dyfi,origin,phase-data,",52,3.561,0.990,79.000,mb,earthquake,"M 4.5 - 1 km SSE of Pazarcik, Turkey"
us6000jln6,4.4,"7 km NW of Besni, Turkey",1675653021025,1675731132040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jln6,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jln6.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,298,us,6000jln6,",us6000jln6,",",us,",",origin,phase-data,",61,0.744,0.770,95.000,mb,earthquake,"M 4.4 - 7 km NW of Besni, Turkey"
us6000jln0,4.7,"20 km NW of Sincik, Turkey",1675652685466,1675654573040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jln0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jln0.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,340,us,6000jln0,",us6000jln0,",",us,",",origin,phase-data,",91,1.425,0.860,66.000,mb,earthquake,"M 4.7 - 20 km NW of Sincik, Turkey"
us6000jlmv,4.6,"15 km E of Denizciler, Turkey",1675652040615,1675659432221,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmv,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmv.geojson,1,5.300000000000000,0.000000000000000,,reviewed,0,326,us,6000jlmv,",us6000jlmv,",",us,",",dyfi,origin,phase-data,",87,0.848,1.000,72.000,mb,earthquake,"M 4.6 - 15 km E of Denizciler, Turkey"
us6000jlmn,5.2,"21 km E of Nurdagi, Turkey",1675650194645,1675653745602,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmn.geojson,4,4.300000000000000,0.000000000000000,,reviewed,0,418,us,6000jlmn,",us6000jlmn,",",us,",",dyfi,origin,phase-data,",107,0.194,0.810,36.000,mb,earthquake,"M 5.2 - 21 km E of Nurdagi, Turkey"
us6000jmn5,4.2,"9 km SSW of Nurdagi, Turkey",1675650077499,1675918725040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmn5,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmn5.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,271,us,6000jmn5,",us6000jmn5,",",us,",",origin,phase-data,",27,0.416,0.890,102.000,mb,earthquake,"M 4.2 - 9 km SSW of Nurdagi, Turkey"
us6000jlmm,4.8,"10 km SSW of Nurdagi, Turkey",1675649860302,1675651873040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmm.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,354,us,6000jlmm,",us6000jlmm,",",us,",",origin,phase-data,",39,0.426,0.690,191.000,mb,earthquake,"M 4.8 - 10 km SSW of Nurdagi, Turkey"
us6000jmn3,4.1,Turkey-Syria border region,1675649764118,1675917872040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmn3,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmn3.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,259,us,6000jmn3,",us6000jmn3,",",us,",",origin,phase-data,",14,0.537,0.630,210.000,mb,earthquake,M 4.1 - Turkey-Syria border region
us6000jmn0,4.9,eastern Turkey,1675649184022,1675917051040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jmn0,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jmn0.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,369,us,6000jmn0,",us6000jmn0,",",us,",",origin,phase-data,",85,1.034,0.900,67.000,mb,earthquake,M 4.9 - eastern Turkey
us6000jlmh,5.5,"2 km S of Tut, Turkey",1675649016258,1675735753772,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmh,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmh.geojson,1,8.199999999999990,6.584000000000000,green,reviewed,0,466,us,6000jlmh,",us6000jlmh,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",64,0.827,0.800,45.000,mb,earthquake,"M 5.5 - 2 km S of Tut, Turkey"
us6000jlmy,4.8,"23 km SW of Pazarcik, Turkey",1675648905663,1675653240040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmy,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmy.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,354,us,6000jlmy,",us6000jlmy,",",us,",",origin,phase-data,",53,0.204,0.900,81.000,mb,earthquake,"M 4.8 - 23 km SW of Pazarcik, Turkey"
us6000jlmf,5.1,"6 km ESE of Hasanbeyli, Turkey",1675648703594,1675651739040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmf.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,400,us,6000jlmf,",us6000jlmf,",",us,",",origin,phase-data,",65,0.488,0.720,121.000,mb,earthquake,"M 5.1 - 6 km ESE of Hasanbeyli, Turkey"
us6000jm4n,4.7,"19 km WSW of Pazarcik, Turkey",1675648303834,1675733481040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jm4n,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jm4n.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,340,us,6000jm4n,",us6000jm4n,",",us,",",origin,phase-data,",49,0.275,0.590,86.000,mb,earthquake,"M 4.7 - 19 km WSW of Pazarcik, Turkey"
us6000jlmd,4.9,eastern Turkey,1675648092420,1675734705040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlmd,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlmd.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,369,us,6000jlmd,",us6000jlmd,",",us,",",origin,phase-data,",56,1.081,1.030,96.000,mb,earthquake,M 4.9 - eastern Turkey
us6000jlm9,5.6,"16 km S of Nurdagi, Turkey",1675647388018,1675734084006,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlm9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlm9.geojson,6,4.800000000000000,6.595000000000000,green,reviewed,0,485,us,6000jlm9,",us6000jlm9,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",87,1.964,1.190,75.000,mb,earthquake,"M 5.6 - 16 km S of Nurdagi, Turkey"
us6000jlm1,6.7,Central Turkey,1675646895989,1675952125330,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlm1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlm1.geojson,122,9.100000000000000,7.625000000000000,yellow,reviewed,0,802,us,6000jlm1,",us6000jlm1,",",us,",",dyfi,general-text,ground-failure,losspager,origin,phase-data,shakemap,",108,0.218,0.730,44.000,mww,earthquake,M 6.7 - Central Turkey
us6000jlnn,5.6,"23 km NE of Musabeyli, Turkey",1675646809248,1675733603621,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jlnn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jlnn.geojson,0,0.000000000000000,6.532000000000000,green,reviewed,0,482,us,6000jlnn,",us6000jlnn,",",us,",",losspager,origin,phase-data,shakemap,",64,0.154,0.810,124.000,mb,earthquake,"M 5.6 - 23 km NE of Musabeyli, Turkey"
us6000jllz,7.8,"27 km E of Nurdagi, Turkey",1675646255525,1676011798260,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jllz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jllz.geojson,1850,9.100000000000000,9.343999999999990,red,reviewed,0,2910,us,6000jllz,",us6000jllz,",",us,",",dyfi,finite-fault,general-link,general-text,ground-failure,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",216,0.134,0.670,17.000,mww,earthquake,"M 7.8 - 27 km E of Nurdagi, Turkey"
us6000jl5l,4.2,"5 km W of Bah├ºe, Turkey",1675422309483,1675423574040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000jl5l,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000jl5l.geojson,0,0.000000000000000,0.000000000000000,,reviewed,0,271,us,6000jl5l,",us6000jl5l,",",us,",",origin,phase-data,",33,0.559,0.620,137.000,mb,earthquake,"M 4.2 - 5 km W of Bah├ºe, Turkey"
